,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,target 
5541,whole year,coriander,10,20,20,6.66,1026.64,29.18636364,182,111,0.60989011
5542,whole year,garlic,50,10,60,5.62,1026.64,29.18636364,39,57,1.461538462
5543,whole year,onion,120,60,65,5.98,1026.64,29.18636364,184,1645,8.940217391
5544,whole year,potato,180,60,90,4.82,1026.64,29.18636364,2405,19510,8.112266112
5545,whole year,sweetpotato,90,20,120,4.94,1026.64,29.18636364,20,216,10.8
5546,whole year,turmeric,25,60,100,4.94,1026.64,29.18636364,85,91,1.070588235
5547,rabi,rice,80,40,40,5.48,87.2,23.106,49104,60757,1.237312643
5548,kharif,jowar,80,40,40,5.48,840.46,33.58333333,387,426,1.100775194
5549,kharif,maize,80,40,20,5.66,840.46,33.58333333,1900,1996,1.050526316
5550,kharif,ragi,50,40,20,5.6,840.46,33.58333333,41,35,0.853658537
5551,kharif,sesamum,30,15,30,6.54,840.46,33.58333333,133,82,0.616541353
5552,rabi,barley,70,40,45,5.36,87.2,23.106,1077,1682,1.56174559
5553,rabi,maize,80,40,20,5.52,87.2,23.106,27,81,3
5554,rabi,rapeseed,50,40,20,5.04,87.2,23.106,1567,1218,0.777281429
5555,rabi,wheat,60,30,30,6.12,87.2,23.106,70699,160409,2.26890055
5556,summer,maize,80,40,20,5.5,98.98,34.92333333,140,370,2.642857143
5557,whole year,coriander,10,20,20,6.52,1026.64,29.18636364,29,18,0.620689655
5558,whole year,garlic,50,10,60,5.64,1026.64,29.18636364,6,9,1.5
5559,whole year,onion,120,60,65,5.94,1026.64,29.18636364,358,2714,7.581005587
5560,whole year,potato,180,60,90,5.06,1026.64,29.18636364,2661,31845,11.96730552
5561,whole year,sweetpotato,90,20,120,5.1,1026.64,29.18636364,1,11,11
5562,rabi,rice,80,40,40,5.44,87.2,23.106,102606,220745,2.151384909
5563,kharif,jowar,80,40,40,5.36,840.46,33.58333333,543,597,1.099447514
5564,kharif,maize,80,40,20,5.5,840.46,33.58333333,966,1786,1.848861284
5565,kharif,ragi,50,40,20,5.44,840.46,33.58333333,1,1,1
5566,kharif,sunflower,50,60,30,5.58,840.46,33.58333333,39,31,0.794871795
5567,rabi,barley,70,40,45,5.38,87.2,23.106,1661,2991,1.800722456
5568,rabi,maize,80,40,20,5.62,87.2,23.106,10,30,3
5569,rabi,rapeseed,50,40,20,5.1,87.2,23.106,3846,3704,0.963078523
5570,rabi,wheat,60,30,30,6.6,87.2,23.106,66625,156956,2.355812383
5571,whole year,onion,120,60,65,6.18,1026.64,29.18636364,290,2535,8.74137931
5572,whole year,potato,180,60,90,5.04,1026.64,29.18636364,4727,56634,11.98096044
5573,rabi,rice,80,40,40,5.6,87.2,23.106,90730,221735,2.443899482
5574,kharif,blackgram,40,60,20,5.16,840.46,33.58333333,112,83,0.741071429
5575,kharif,maize,80,40,20,5.4,840.46,33.58333333,1246,1915,1.536918138
5576,kharif,ragi,50,40,20,5.34,840.46,33.58333333,2115,1648,0.779196217
5577,kharif,sesamum,30,15,30,6.64,840.46,33.58333333,11,11,1
5578,rabi,barley,70,40,45,5.6,87.2,23.106,274,317,1.156934307
5579,rabi,maize,80,40,20,5.34,87.2,23.106,5709,13884,2.431949553
5580,rabi,rapeseed,50,40,20,4.86,87.2,23.106,2345,1576,0.67206823
5581,rabi,wheat,60,30,30,6.11,87.2,23.106,60417,105933,1.753364119
5582,summer,maize,80,40,20,5.34,98.98,34.92333333,2779,4594,1.65311263
5583,summer,rice,80,40,40,5.52,98.98,34.92333333,1122,1328,1.183600713
5584,whole year,banana,100,75,50,6.44,1026.64,29.18636364,89,743,8.348314607
5585,whole year,coriander,10,20,20,6.46,1026.64,29.18636364,26,16,0.615384615
5586,whole year,garlic,50,10,60,5.46,1026.64,29.18636364,8,12,1.5
5587,whole year,onion,120,60,65,5.94,1026.64,29.18636364,248,3085,12.43951613
5588,whole year,potato,180,60,90,4.96,1026.64,29.18636364,3199,40227,12.57486715
5589,whole year,sweetpotato,90,20,120,4.96,1026.64,29.18636364,236,2551,10.80932203
5590,whole year,turmeric,25,60,100,5,1026.64,29.18636364,7,4,0.571428571
5591,rabi,rice,80,40,40,5.62,87.2,23.106,113070,101851,0.900778279
5592,kharif,blackgram,40,60,20,5.06,840.46,33.58333333,242,168,0.694214876
5593,kharif,jowar,80,40,40,5.52,840.46,33.58333333,62,58,0.935483871
5594,kharif,jute,80,40,40,5.4,840.46,33.58333333,10,48,4.8
5595,kharif,maize,80,40,20,5.62,840.46,33.58333333,9751,8243,0.845349195
5596,kharif,ragi,50,40,20,5.32,840.46,33.58333333,291,248,0.852233677
5597,kharif,sesamum,30,15,30,6.54,840.46,33.58333333,490,256,0.52244898
5598,kharif,sunflower,50,60,30,5.62,840.46,33.58333333,31,29,0.935483871
5599,rabi,barley,70,40,45,5.62,87.2,23.106,1974,829,0.419959473
5600,rabi,maize,80,40,20,5.36,87.2,23.106,56,167,2.982142857
5601,rabi,rapeseed,50,40,20,4.88,87.2,23.106,1299,1205,0.927636644
5602,rabi,wheat,60,30,30,7,87.2,23.106,49192,101350,2.060294357
5603,summer,maize,80,40,20,5.52,98.98,34.92333333,712,1577,2.21488764
5604,summer,rice,80,40,40,5.38,98.98,34.92333333,103,214,2.077669903
5605,whole year,coriander,10,20,20,6.56,1026.64,29.18636364,21,13,0.619047619
5606,whole year,garlic,50,10,60,5.62,1026.64,29.18636364,41,60,1.463414634
5607,whole year,onion,120,60,65,5.84,1026.64,29.18636364,497,3111,6.259557344
5608,whole year,potato,180,60,90,4.82,1026.64,29.18636364,6158,54886,8.912958753
5609,whole year,sweetpotato,90,20,120,5.04,1026.64,29.18636364,14,151,10.78571429
5610,rabi,rice,80,40,40,5.6,87.2,23.106,143425,227073,1.58321771
5611,kharif,blackgram,40,60,20,5.02,840.46,33.58333333,332,247,0.743975904
5612,kharif,jute,80,40,40,5.38,840.46,33.58333333,1,5,5
5613,kharif,maize,80,40,20,5.46,840.46,33.58333333,9734,8933,0.917711116
5614,kharif,ragi,50,40,20,5.62,840.46,33.58333333,732,595,0.81284153
5615,kharif,sesamum,30,15,30,6.44,840.46,33.58333333,2,1,0.5
5616,kharif,sunflower,50,60,30,5.38,840.46,33.58333333,8,6,0.75
5617,rabi,barley,70,40,45,5.38,87.2,23.106,202,262,1.297029703
5618,rabi,maize,80,40,20,5.68,87.2,23.106,7096,18513,2.608934611
5619,rabi,rapeseed,50,40,20,5,87.2,23.106,1205,860,0.713692946
5620,rabi,wheat,60,30,30,6.11,87.2,23.106,90266,209423,2.320065141
5621,summer,maize,80,40,20,5.36,98.98,34.92333333,2125,2326,1.094588235
5622,summer,rice,80,40,40,5.66,98.98,34.92333333,21,41,1.952380952
5623,whole year,banana,100,75,50,6.56,1026.64,29.18636364,20,364,18.2
5624,whole year,garlic,50,10,60,5.48,1026.64,29.18636364,9,6,0.666666667
5625,whole year,onion,120,60,65,6.16,1026.64,29.18636364,165,1155,7
5626,whole year,potato,180,60,90,4.84,1026.64,29.18636364,3873,25643,6.62096566
5627,whole year,sweetpotato,90,20,120,5.18,1026.64,29.18636364,179,1935,10.81005587
5628,rabi,rice,80,40,40,5.44,87.2,23.106,29348,42463,1.446878833
5629,kharif,blackgram,40,60,20,4.96,840.46,33.58333333,16,11,0.6875
5630,kharif,maize,80,40,20,5.64,840.46,33.58333333,3634,617,0.16978536
5631,kharif,ragi,50,40,20,5.44,840.46,33.58333333,206,175,0.849514563
5632,rabi,barley,70,40,45,5.66,87.2,23.106,1423,1409,0.99016163
5633,rabi,maize,80,40,20,5.34,87.2,23.106,173,619,3.578034682
5634,rabi,rapeseed,50,40,20,4.88,87.2,23.106,321,356,1.109034268
5635,rabi,wheat,60,30,30,6.12,87.2,23.106,20253,24345,1.202044142
5636,summer,maize,80,40,20,5.62,98.98,34.92333333,370,919,2.483783784
5637,summer,rice,80,40,40,5.68,98.98,34.92333333,91,203,2.230769231
5638,whole year,onion,120,60,65,6.18,1026.64,29.18636364,278,4209,15.14028777
5639,whole year,potato,180,60,90,5.04,1026.64,29.18636364,1560,15110,9.685897436
5640,rabi,rice,80,40,40,5.64,87.2,23.106,43790,46941,1.071957068
5641,kharif,blackgram,40,60,20,4.84,840.46,33.58333333,62,46,0.741935484
5642,kharif,maize,80,40,20,5.46,840.46,33.58333333,8,8,1
5643,kharif,sesamum,30,15,30,6.64,840.46,33.58333333,30,16,0.533333333
5644,kharif,sunflower,50,60,30,5.36,840.46,33.58333333,48,45,0.9375
5645,rabi,barley,70,40,45,5.36,87.2,23.106,681,639,0.938325991
5646,rabi,maize,80,40,20,5.4,87.2,23.106,464,1384,2.982758621
5647,rabi,rapeseed,50,40,20,4.88,87.2,23.106,716,763,1.065642458
5648,rabi,wheat,60,30,30,6.1,87.2,23.106,42421,103444,2.438509229
5649,summer,maize,80,40,20,5.42,98.98,34.92333333,204,475,2.328431373
5650,summer,rice,80,40,40,5.32,98.98,34.92333333,121,270,2.231404959
5651,whole year,coriander,10,20,20,6.46,1026.64,29.18636364,15,9,0.6
5652,whole year,onion,120,60,65,6.1,1026.64,29.18636364,231,1261,5.458874459
5653,whole year,potato,180,60,90,5,1026.64,29.18636364,1858,18832,10.13562971
5654,rabi,rice,80,40,40,5.64,87.2,23.106,87698,154640,1.763324135
5655,kharif,blackgram,40,60,20,4.84,840.46,33.58333333,147,128,0.870748299
5656,kharif,jowar,80,40,40,5.36,840.46,33.58333333,67,74,1.104477612
5657,kharif,maize,80,40,20,5.4,840.46,33.58333333,240,446,1.858333333
5658,kharif,ragi,50,40,20,5.62,840.46,33.58333333,116,99,0.853448276
5659,kharif,sesamum,30,15,30,6.6,840.46,33.58333333,104,64,0.615384615
5660,kharif,sunflower,50,60,30,5.36,840.46,33.58333333,7,6,0.857142857
5661,rabi,barley,70,40,45,5.64,87.2,23.106,1112,1006,0.904676259
5662,rabi,rapeseed,50,40,20,5.06,87.2,23.106,1825,1270,0.695890411
5663,rabi,wheat,60,30,30,6.11,87.2,23.106,63164,150192,2.377810145
5664,summer,maize,80,40,20,5.32,98.98,34.92333333,11,24,2.181818182
5665,whole year,coriander,10,20,20,6.68,1026.64,29.18636364,91,56,0.615384615
5666,whole year,onion,120,60,65,5.88,1026.64,29.18636364,63,551,8.746031746
5667,whole year,potato,180,60,90,4.82,1026.64,29.18636364,584,7370,12.61986301
5668,whole year,sweetpotato,90,20,120,5.18,1026.64,29.18636364,3,32,10.66666667
5669,whole year,turmeric,25,60,100,4.94,1026.64,29.18636364,13,14,1.076923077
5670,rabi,rice,80,40,40,5.38,87.2,23.106,105981,252765,2.385002972
5671,kharif,blackgram,40,60,20,5,840.46,33.58333333,4107,3092,0.752860969
5672,kharif,jute,80,40,40,5.4,840.46,33.58333333,30463,113052,3.711124971
5673,kharif,maize,80,40,20,5.48,840.46,33.58333333,9092,5817,0.639793225
5674,kharif,ragi,50,40,20,5.4,840.46,33.58333333,61,38,0.62295082
5675,kharif,sesamum,30,15,30,6.62,840.46,33.58333333,25,13,0.52
5676,kharif,sunflower,50,60,30,5.66,840.46,33.58333333,1334,714,0.535232384
5677,rabi,barley,70,40,45,5.62,87.2,23.106,341,394,1.15542522
5678,rabi,maize,80,40,20,5.36,87.2,23.106,8051,22808,2.832940007
5679,rabi,rapeseed,50,40,20,4.92,87.2,23.106,4557,3468,0.761026991
5680,rabi,wheat,60,30,30,6.8,87.2,23.106,36282,73436,2.024033956
5681,summer,maize,80,40,20,5.64,98.98,34.92333333,6073,24262,3.995060102
5682,summer,rice,80,40,40,5.52,98.98,34.92333333,44803,120495,2.689440439
5683,whole year,banana,100,75,50,6.54,1026.64,29.18636364,3619,60293,16.66012711
5684,whole year,garlic,50,10,60,5.56,1026.64,29.18636364,65,94,1.446153846
5685,whole year,onion,120,60,65,5.9,1026.64,29.18636364,50,447,8.94
5686,whole year,potato,180,60,90,5.08,1026.64,29.18636364,5964,50592,8.482897384
5687,whole year,sweetpotato,90,20,120,4.94,1026.64,29.18636364,38,411,10.81578947
5688,whole year,turmeric,25,60,100,5.04,1026.64,29.18636364,12,23,1.916666667
5689,rabi,rice,80,40,40,5.36,87.2,23.106,60879,41742,0.685655152
5690,kharif,blackgram,40,60,20,4.98,840.46,33.58333333,3829,2787,0.727866284
5691,kharif,jowar,80,40,40,5.62,840.46,33.58333333,201,189,0.940298507
5692,kharif,maize,80,40,20,5.36,840.46,33.58333333,14835,7373,0.497000337
5693,kharif,ragi,50,40,20,5.46,840.46,33.58333333,27,23,0.851851852
5694,kharif,sesamum,30,15,30,6.58,840.46,33.58333333,7,4,0.571428571
5695,kharif,sunflower,50,60,30,5.64,840.46,33.58333333,2382,2196,0.921914358
5696,rabi,barley,70,40,45,5.52,87.2,23.106,114,113,0.99122807
5697,rabi,maize,80,40,20,5.58,87.2,23.106,29522,109674,3.714992209
5698,rabi,rapeseed,50,40,20,5.18,87.2,23.106,2232,2475,1.108870968
5699,rabi,wheat,60,30,30,6.1,87.2,23.106,33653,62533,1.858170148
5700,summer,maize,80,40,20,5.32,98.98,34.92333333,2358,4518,1.916030534
5701,summer,rice,80,40,40,5.56,98.98,34.92333333,441,670,1.519274376
5702,whole year,banana,100,75,50,6.34,1026.64,29.18636364,1420,67720,47.69014085
5703,whole year,coriander,10,20,20,6.54,1026.64,29.18636364,113,104,0.920353982
5704,whole year,garlic,50,10,60,5.46,1026.64,29.18636364,31,45,1.451612903
5705,whole year,onion,120,60,65,6.16,1026.64,29.18636364,301,4557,15.13953488
5706,whole year,potato,180,60,90,4.86,1026.64,29.18636364,748,7369,9.851604278
5707,whole year,sweetpotato,90,20,120,4.92,1026.64,29.18636364,106,1466,13.83018868
5708,whole year,turmeric,25,60,100,4.96,1026.64,29.18636364,41,24,0.585365854
5709,rabi,rice,80,40,40,5.54,87.2,23.106,20347,4533,0.222784686
5710,kharif,blackgram,40,60,20,4.98,840.46,33.58333333,473,356,0.752642706
5711,kharif,jute,80,40,40,5.64,840.46,33.58333333,24800,85560,3.45
5712,kharif,maize,80,40,20,5.56,840.46,33.58333333,286,246,0.86013986
5713,kharif,ragi,50,40,20,5.54,840.46,33.58333333,823,506,0.614823815
5714,kharif,sesamum,30,15,30,6.38,840.46,33.58333333,1085,566,0.521658986
5715,kharif,sunflower,50,60,30,5.36,840.46,33.58333333,26,14,0.538461538
5716,rabi,barley,70,40,45,5.42,87.2,23.106,84,97,1.154761905
5717,rabi,maize,80,40,20,5.48,87.2,23.106,164,406,2.475609756
5718,rabi,rapeseed,50,40,20,4.9,87.2,23.106,2425,1433,0.590927835
5719,rabi,wheat,60,30,30,6.3,87.2,23.106,19240,35172,1.828066528
5720,summer,maize,80,40,20,5.68,98.98,34.92333333,342,988,2.888888889
5721,summer,rice,80,40,40,5.52,98.98,34.92333333,9147,18918,2.068219088
5722,whole year,banana,100,75,50,6.44,1026.64,29.18636364,159,2649,16.66037736
5723,whole year,coriander,10,20,20,6.34,1026.64,29.18636364,30,18,0.6
5724,whole year,garlic,50,10,60,5.6,1026.64,29.18636364,118,171,1.449152542
5725,whole year,onion,120,60,65,6.16,1026.64,29.18636364,513,4586,8.93957115
5726,whole year,potato,180,60,90,5.16,1026.64,29.18636364,2880,21794,7.567361111
5727,whole year,sweetpotato,90,20,120,5.16,1026.64,29.18636364,115,1243,10.80869565
5728,whole year,turmeric,25,60,100,5.12,1026.64,29.18636364,147,279,1.897959184
5729,rabi,rice,80,40,40,5.56,87.2,23.106,75297,65786,0.873686867
5730,kharif,maize,80,40,20,5.6,840.46,33.58333333,3049,2515,0.82486061
5731,rabi,barley,70,40,45,5.68,87.2,23.106,296,293,0.989864865
5732,rabi,rapeseed,50,40,20,5.14,87.2,23.106,535,593,1.108411215
5733,rabi,wheat,60,30,30,6.6,87.2,23.106,27765,37702,1.357896632
5734,whole year,onion,120,60,65,6.08,1026.64,29.18636364,746,11294,15.13941019
5735,whole year,potato,180,60,90,4.84,1026.64,29.18636364,74,757,10.22972973
5736,whole year,sweetpotato,90,20,120,5.04,1026.64,29.18636364,23,318,13.82608696
5737,rabi,rice,80,40,40,5.66,87.2,23.106,35725,27522,0.770384885
5738,kharif,blackgram,40,60,20,5.12,840.46,33.58333333,422,318,0.753554502
5739,kharif,jute,80,40,40,5.62,840.46,33.58333333,5167,33873,6.555641572
5740,kharif,maize,80,40,20,5.62,840.46,33.58333333,6349,7672,1.208379272
5741,kharif,ragi,50,40,20,5.64,840.46,33.58333333,2155,2237,1.038051044
5742,kharif,sesamum,30,15,30,6.54,840.46,33.58333333,32,17,0.53125
5743,kharif,sunflower,50,60,30,5.46,840.46,33.58333333,4094,3541,0.864924279
5744,rabi,barley,70,40,45,5.4,87.2,23.106,173,200,1.156069364
5745,rabi,maize,80,40,20,5.54,87.2,23.106,10342,30757,2.973989557
5746,rabi,rapeseed,50,40,20,4.94,87.2,23.106,4003,2006,0.501124157
5747,rabi,wheat,60,30,30,6.12,87.2,23.106,37702,75206,1.994748289
5748,summer,maize,80,40,20,5.52,98.98,34.92333333,24638,91273,3.704562059
5749,summer,rice,80,40,40,5.38,98.98,34.92333333,2906,5193,1.786992429
5750,whole year,banana,100,75,50,6.34,1026.64,29.18636364,490,3655,7.459183673
5751,whole year,coriander,10,20,20,6.48,1026.64,29.18636364,77,52,0.675324675
5752,whole year,garlic,50,10,60,5.32,1026.64,29.18636364,56,83,1.482142857
5753,whole year,onion,120,60,65,6.14,1026.64,29.18636364,256,2289,8.94140625
5754,whole year,potato,180,60,90,5.12,1026.64,29.18636364,3567,25361,7.109896271
5755,whole year,sweetpotato,90,20,120,4.84,1026.64,29.18636364,1555,15370,9.884244373
5756,whole year,turmeric,25,60,100,4.9,1026.64,29.18636364,44,47,1.068181818
5757,rabi,rice,80,40,40,5.46,87.2,23.106,66359,82864,1.248722856
5758,kharif,blackgram,40,60,20,4.9,840.46,33.58333333,914,678,0.741794311
5759,kharif,maize,80,40,20,5.4,840.46,33.58333333,2477,3526,1.423496165
5760,kharif,ragi,50,40,20,5.46,840.46,33.58333333,5327,7724,1.449971842
5761,kharif,sesamum,30,15,30,6.62,840.46,33.58333333,85,86,1.011764706
5762,kharif,sunflower,50,60,30,5.5,840.46,33.58333333,8,5,0.625
5763,rabi,barley,70,40,45,5.36,87.2,23.106,239,276,1.154811715
5764,rabi,maize,80,40,20,5.34,87.2,23.106,206,757,3.674757282
5765,rabi,rapeseed,50,40,20,5.14,87.2,23.106,823,596,0.72417983
5766,rabi,wheat,60,30,30,6.7,87.2,23.106,64510,105388,1.633669199
5767,summer,maize,80,40,20,5.48,98.98,34.92333333,1066,1819,1.706378987
5768,summer,rice,80,40,40,5.64,98.98,34.92333333,4869,5691,1.168823167
5769,whole year,banana,100,75,50,6.36,1026.64,29.18636364,453,3783,8.350993377
5770,whole year,coriander,10,20,20,6.4,1026.64,29.18636364,23,14,0.608695652
5771,whole year,garlic,50,10,60,5.42,1026.64,29.18636364,42,61,1.452380952
5772,whole year,onion,120,60,65,5.88,1026.64,29.18636364,796,9902,12.43969849
5773,whole year,potato,180,60,90,4.86,1026.64,29.18636364,4925,60516,12.28751269
5774,whole year,sweetpotato,90,20,120,5.1,1026.64,29.18636364,698,7545,10.80945559
5775,whole year,turmeric,25,60,100,4.94,1026.64,29.18636364,9,9,1
5776,rabi,rice,80,40,40,5.52,87.2,23.106,135024,119136,0.88233203
5777,kharif,blackgram,40,60,20,4.98,840.46,33.58333333,113,80,0.707964602
5778,kharif,maize,80,40,20,5.34,840.46,33.58333333,6392,10246,1.602941176
5779,kharif,ragi,50,40,20,5.4,840.46,33.58333333,5,4,0.8
5780,rabi,barley,70,40,45,5.44,87.2,23.106,350,347,0.991428571
5781,rabi,maize,80,40,20,5.54,87.2,23.106,777,2781,3.579150579
5782,rabi,rapeseed,50,40,20,5.06,87.2,23.106,632,701,1.109177215
5783,rabi,wheat,60,30,30,6.3,87.2,23.106,16727,25236,1.508698511
5784,summer,maize,80,40,20,5.4,98.98,34.92333333,814,1446,1.776412776
5785,whole year,coriander,10,20,20,6.54,1026.64,29.18636364,15,14,0.933333333
5786,whole year,onion,120,60,65,5.98,1026.64,29.18636364,130,1968,15.13846154
5787,whole year,potato,180,60,90,4.96,1026.64,29.18636364,1853,18779,10.13437669
5788,whole year,sweetpotato,90,20,120,5.16,1026.64,29.18636364,168,2323,13.82738095
5789,rabi,rice,80,40,40,5.52,87.2,23.106,28598,36210,1.26617246
5790,kharif,blackgram,40,60,20,5.08,840.46,33.58333333,653,419,0.641653905
5791,kharif,jowar,80,40,40,5.34,840.46,33.58333333,3,3,1
5792,kharif,maize,80,40,20,5.62,840.46,33.58333333,6478,10391,1.604044458
5793,kharif,ragi,50,40,20,5.32,840.46,33.58333333,1139,959,0.841966637
5794,kharif,sesamum,30,15,30,6.62,840.46,33.58333333,21,11,0.523809524
5795,kharif,sunflower,50,60,30,5.66,840.46,33.58333333,23,30,1.304347826
5796,rabi,barley,70,40,45,5.6,87.2,23.106,738,1057,1.432249322
5797,rabi,maize,80,40,20,5.4,87.2,23.106,14464,24488,1.693030973
5798,rabi,rapeseed,50,40,20,4.94,87.2,23.106,4221,5943,1.407960199
5799,rabi,wheat,60,30,30,6.12,87.2,23.106,86637,206699,2.385805141
5800,summer,maize,80,40,20,5.34,98.98,34.92333333,12868,27893,2.167625117
5801,summer,rice,80,40,40,5.56,98.98,34.92333333,2253,1422,0.631158455
5802,whole year,banana,100,75,50,6.46,1026.64,29.18636364,804,16088,20.00995025
5803,whole year,coriander,10,20,20,6.46,1026.64,29.18636364,120,52,0.433333333
5804,whole year,garlic,50,10,60,5.32,1026.64,29.18636364,147,214,1.455782313
5805,whole year,onion,120,60,65,6.18,1026.64,29.18636364,384,2984,7.770833333
5806,whole year,potato,180,60,90,4.88,1026.64,29.18636364,4946,67175,13.58168217
5807,whole year,sweetpotato,90,20,120,4.9,1026.64,29.18636364,480,5189,10.81041667
5808,whole year,turmeric,25,60,100,4.84,1026.64,29.18636364,145,141,0.972413793
5809,rabi,rice,80,40,40,5.38,87.2,23.106,98422,100414,1.020239377
5810,kharif,maize,80,40,20,5.54,840.46,33.58333333,2331,4554,1.953667954
5811,kharif,ragi,50,40,20,5.36,840.46,33.58333333,101,86,0.851485149
5812,kharif,sunflower,50,60,30,5.4,840.46,33.58333333,250,197,0.788
5813,rabi,barley,70,40,45,5.44,87.2,23.106,267,391,1.464419476
5814,rabi,maize,80,40,20,5.6,87.2,23.106,931,2777,2.982814178
5815,rabi,rapeseed,50,40,20,5.16,87.2,23.106,1938,1202,0.620227038
5816,rabi,wheat,60,30,30,7,87.2,23.106,85011,211283,2.485360718
5817,summer,maize,80,40,20,5.36,98.98,34.92333333,1636,5477,3.347799511
5818,summer,rice,80,40,40,5.42,98.98,34.92333333,17,38,2.235294118
5819,whole year,coriander,10,20,20,6.46,1026.64,29.18636364,405,248,0.612345679
5820,whole year,garlic,50,10,60,5.64,1026.64,29.18636364,33,48,1.454545455
5821,whole year,onion,120,60,65,5.9,1026.64,29.18636364,1639,14308,8.72971324
5822,whole year,potato,180,60,90,5.16,1026.64,29.18636364,4922,54276,11.02722471
5823,rabi,rice,80,40,40,5.44,87.2,23.106,113571,200705,1.767220505
5824,kharif,blackgram,40,60,20,5.12,840.46,33.58333333,141,96,0.680851064
5825,kharif,maize,80,40,20,5.56,840.46,33.58333333,1562,2861,1.83162612
5826,kharif,ragi,50,40,20,5.34,840.46,33.58333333,483,411,0.850931677
5827,kharif,sesamum,30,15,30,6.56,840.46,33.58333333,69,36,0.52173913
5828,kharif,sunflower,50,60,30,5.66,840.46,33.58333333,132,125,0.946969697
5829,rabi,barley,70,40,45,5.48,87.2,23.106,580,402,0.693103448
5830,rabi,maize,80,40,20,5.58,87.2,23.106,62,185,2.983870968
5831,rabi,rapeseed,50,40,20,4.96,87.2,23.106,538,477,0.8866171
5832,rabi,wheat,60,30,30,6.7,87.2,23.106,47841,100549,2.101732823
5833,summer,maize,80,40,20,5.66,98.98,34.92333333,271,601,2.217712177
5834,summer,rice,80,40,40,5.6,98.98,34.92333333,80,174,2.175
5835,whole year,coriander,10,20,20,6.66,1026.64,29.18636364,3,2,0.666666667
5836,whole year,garlic,50,10,60,5.46,1026.64,29.18636364,14,20,1.428571429
5837,whole year,onion,120,60,65,6.1,1026.64,29.18636364,389,6675,17.15938303
5838,whole year,potato,180,60,90,4.98,1026.64,29.18636364,1756,23104,13.1571754
5839,whole year,sweetpotato,90,20,120,4.9,1026.64,29.18636364,7,76,10.85714286
5840,rabi,rice,80,40,40,5.52,87.2,23.106,82155,142253,1.731519688
5841,kharif,blackgram,40,60,20,5,840.46,33.58333333,217,189,0.870967742
5842,kharif,jute,80,40,40,5.32,840.46,33.58333333,67,319,4.76119403
5843,kharif,maize,80,40,20,5.62,840.46,33.58333333,4700,8949,1.904042553
5844,kharif,ragi,50,40,20,5.6,840.46,33.58333333,8,10,1.25
5845,kharif,sesamum,30,15,30,6.46,840.46,33.58333333,98,51,0.520408163
5846,kharif,sunflower,50,60,30,5.66,840.46,33.58333333,113,147,1.300884956
5847,rabi,barley,70,40,45,5.48,87.2,23.106,1152,1650,1.432291667
5848,rabi,maize,80,40,20,5.44,87.2,23.106,4824,14269,2.95791874
5849,rabi,rapeseed,50,40,20,5.14,87.2,23.106,13540,10764,0.794977843
5850,rabi,wheat,60,30,30,6.6,87.2,23.106,81329,191380,2.35315816
5851,summer,maize,80,40,20,5.64,98.98,34.92333333,4980,10425,2.093373494
5852,summer,rice,80,40,40,5.44,98.98,34.92333333,10322,15100,1.462894788
5853,whole year,banana,100,75,50,6.36,1026.64,29.18636364,294,2211,7.520408163
5854,whole year,coriander,10,20,20,6.62,1026.64,29.18636364,197,85,0.431472081
5855,whole year,garlic,50,10,60,5.56,1026.64,29.18636364,287,418,1.456445993
5856,whole year,onion,120,60,65,5.88,1026.64,29.18636364,855,8413,9.839766082
5857,whole year,potato,180,60,90,4.94,1026.64,29.18636364,4832,45300,9.375
5858,whole year,turmeric,25,60,100,4.94,1026.64,29.18636364,83,81,0.975903614
5859,rabi,rice,80,40,40,5.56,87.2,23.106,114373,184682,1.614734247
5860,kharif,blackgram,40,60,20,5,840.46,33.58333333,5,5,1
5861,kharif,jowar,80,40,40,5.66,840.46,33.58333333,7,8,1.142857143
5862,kharif,maize,80,40,20,5.66,840.46,33.58333333,4727,10375,2.194838164
5863,kharif,ragi,50,40,20,5.58,840.46,33.58333333,620,528,0.851612903
5864,kharif,sunflower,50,60,30,5.42,840.46,33.58333333,42,33,0.785714286
5865,rabi,barley,70,40,45,5.36,87.2,23.106,897,1683,1.876254181
5866,rabi,maize,80,40,20,5.36,87.2,23.106,674,2011,2.983679525
5867,rabi,rapeseed,50,40,20,4.98,87.2,23.106,1771,1612,0.910220215
5868,rabi,wheat,60,30,30,6.11,87.2,23.106,62838,157981,2.514099749
5869,summer,maize,80,40,20,5.52,98.98,34.92333333,2276,7410,3.255711775
5870,summer,rice,80,40,40,5.54,98.98,34.92333333,25,56,2.24
5871,whole year,coriander,10,20,20,6.34,1026.64,29.18636364,140,86,0.614285714
5872,whole year,garlic,50,10,60,5.62,1026.64,29.18636364,4,6,1.5
5873,whole year,onion,120,60,65,5.88,1026.64,29.18636364,1324,12406,9.370090634
5874,whole year,potato,180,60,90,5.02,1026.64,29.18636364,7147,86719,12.1336225
5875,whole year,sweetpotato,90,20,120,4.88,1026.64,29.18636364,5,54,10.8
5876,rabi,rice,80,40,40,5.66,87.2,23.106,112521,286139,2.542983088
5877,kharif,blackgram,40,60,20,4.82,840.46,33.58333333,82,52,0.634146341
5878,kharif,jowar,80,40,40,5.54,840.46,33.58333333,10,9,0.9
